Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,Time_Numeric,Time_Risk,Weather_Risk,Weather_Road_Risk,Age_Group,Experience_Age_Ratio,Driver_Risk_Score,Traffic_Risk,Speed_Risk,Road_Type_Risk,Weather_Time_Interaction,Traffic_Road_Interaction
Clear,City Road,Evening,1.0012531328320802,80.0,4.0,0.0,Low,Dry,Car,58.0,57.0,Daylight,1.0,2,3,1,1,Senior,0.9827586206896551,1,4.005012531328321,2,2,3,2.0025062656641603
Foggy,Highway,Evening,2.0,100.0,4.0,0.0,Low,Dry,Car,27.0,18.0,Artificial Light,0.0,2,3,3,3,Adult,0.6666666666666666,1,8.0,2,3,9,6.0
Foggy,Highway,Evening,0.0,50.0,3.0,0.0,Low,Dry,Car,64.0,62.0,Artificial Light,0.0,2,3,3,3,Senior,0.96875,1,0.0,1,3,9,0.0
Snowy,City Road,Night,2.0,80.0,1.0,0.0,Low,Dry,Car,57.0,54.0,Artificial Light,0.0,3,4,5,1,Senior,0.9473684210526315,1,2.0,2,2,20,4.0
Clear,Highway,Afternoon,0.0,60.0,1.0,0.0,Moderate,Icy,Car,56.0,55.0,Daylight,0.0,1,2,1,1,Senior,0.9821428571428571,1,0.0,1,3,2,0.0
Clear,City Road,Morning,0.0,50.0,5.0,0.0,Moderate,Dry,Truck,68.0,61.0,Daylight,1.0,0,1,1,1,Elderly,0.8970588235294118,3,0.0,1,2,1,0.0
Clear,Highway,Evening,2.0,80.0,4.0,0.0,Low,Under Construction,Car,43.2593984962406,54.0,Artificial Light,0.0,2,3,1,1,Middle_Age,1.248283653428348,1,8.0,2,3,3,6.0
Clear,Highway,Evening,0.0,60.0,3.0,0.0,Moderate,Dry,Car,29.0,38.9812030075188,No Light,1.0,2,3,1,1,Adult,1.3441794140523724,1,0.0,1,3,3,0.0
Clear,Highway,Afternoon,2.0,100.0,4.0,0.0,Low,Dry,Car,39.0,34.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.8717948717948718,1,8.0,2,3,2,6.0
Rainy,Highway,Night,1.0,100.0,5.0,0.0,Low,Wet,Motorcycle,47.0,39.0,Artificial Light,0.0,3,4,2,2,Middle_Age,0.8297872340425532,1,5.0,2,3,8,3.0
Snowy,City Road,Morning,1.0,100.0,2.0,0.0,Moderate,Dry,Car,43.2593984962406,18.0,Artificial Light,0.0,0,1,5,1,Middle_Age,0.41609455114278265,1,2.0,2,2,5,2.0
Stormy,Highway,Morning,0.0,60.0,1.0,0.0,Moderate,Dry,Car,21.0,19.0,Artificial Light,0.0,0,1,4,3,Young,0.9047619047619048,3,0.0,1,3,4,0.0
Clear,Rural Road,Evening,1.0012531328320802,80.0,5.0,0.0,Low,Under Construction,Car,59.0,54.0,Artificial Light,0.0,2,3,1,1,Senior,0.9152542372881356,1,5.0062656641604,2,2,3,2.0025062656641603
Stormy,Highway,Morning,2.0,60.0,4.0,0.0,Low,Wet,Car,31.0,29.0,Artificial Light,0.0,0,1,4,3,Adult,0.9354838709677419,1,8.0,1,3,4,6.0
Rainy,Mountain Road,Evening,1.0,60.0,3.0,1.0,Low,Dry,Car,30.0,25.0,Artificial Light,1.0,2,3,2,1,Adult,0.8333333333333334,1,3.0,1,4,6,4.0
Rainy,Highway,Afternoon,0.0,80.0,2.0,1.0,Low,Dry,Truck,23.0,19.0,Daylight,0.0,1,2,2,1,Young,0.8260869565217391,3,0.0,2,3,4,0.0
Foggy,Mountain Road,Morning,2.0,193.0,11.0,0.0,Low,Icy,Truck,28.0,23.0,Artificial Light,1.0,0,1,3,3,Adult,0.8214285714285714,1,22.0,3,4,3,8.0
Clear,City Road,Evening,1.0,60.0,5.0,0.0,Moderate,Dry,Bus,36.0,33.0,No Light,1.0,2,3,1,1,Middle_Age,0.9166666666666666,1,5.0,1,2,3,2.0
Rainy,Highway,Evening,0.0,100.0,1.0,0.0,Moderate,Wet,Car,67.0,64.0,Daylight,0.0,2,3,2,2,Elderly,0.9552238805970149,3,0.0,2,3,6,0.0
Rainy,City Road,Evening,2.0,80.0,2.0,0.0,Moderate,Icy,Bus,55.0,54.0,No Light,1.0,2,3,2,1,Senior,0.9818181818181818,1,4.0,2,2,6,4.0
Rainy,Highway,Morning,0.0,100.0,2.0,0.0,Moderate,Dry,Car,41.0,36.0,Artificial Light,0.0,0,1,2,1,Middle_Age,0.8780487804878049,1,0.0,2,3,2,0.0
Clear,City Road,Evening,2.0,60.0,1.0,0.0,Low,Dry,Car,69.0,64.0,Daylight,0.0,2,3,1,1,Elderly,0.927536231884058,3,2.0,1,2,3,4.0
Foggy,Highway,Afternoon,0.0,80.0,2.0,0.0,Low,Wet,Car,40.0,36.0,Daylight,0.0,1,2,3,3,Middle_Age,0.9,1,0.0,2,3,6,0.0
Rainy,Highway,Afternoon,1.0,60.0,3.0,0.0,Low,Dry,Car,43.2593984962406,43.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.994003649952203,1,3.0,1,3,4,3.0
Rainy,Rural Road,Evening,2.0,50.0,3.0,0.0,High,Icy,Car,23.0,15.0,Artificial Light,1.0,2,3,2,1,Young,0.6521739130434783,3,6.0,1,2,6,4.0
Rainy,City Road,Night,1.0,50.0,4.0,0.0,Moderate,Dry,Car,32.0,23.0,Artificial Light,0.0,3,4,2,1,Adult,0.71875,1,4.0,1,2,8,2.0
Snowy,Highway,Morning,2.0,100.0,2.0,0.0,Low,Wet,Car,46.0,44.0,Daylight,0.0,0,1,5,2,Middle_Age,0.9565217391304348,1,4.0,2,3,5,6.0
Clear,Highway,Night,1.0,120.0,5.0,0.0,Moderate,Wet,Car,43.2593984962406,67.0,Daylight,0.0,3,4,1,1,Middle_Age,1.5487963848092465,1,5.0,3,3,4,3.0
Stormy,Highway,Evening,2.0,120.0,2.0,1.0,Low,Icy,Car,40.0,40.0,Artificial Light,0.0,2,3,4,3,Middle_Age,1.0,1,4.0,3,3,12,6.0
Clear,Highway,Afternoon,0.0,50.0,3.0,0.0,Low,Dry,Motorcycle,41.0,38.9812030075188,Artificial Light,0.0,1,2,1,1,Middle_Age,0.9507610489638731,1,0.0,1,3,2,0.0
Foggy,Highway,Afternoon,1.0,50.0,4.0,0.0,Low,Dry,Truck,19.0,12.0,Daylight,1.0,1,2,3,3,Young,0.631578947368421,3,4.0,1,3,6,3.0
Clear,Highway,Evening,0.0,50.0,5.0,0.0,Low,Icy,Car,65.0,57.0,Artificial Light,0.0,2,3,1,1,Senior,0.8769230769230769,1,0.0,1,3,3,0.0
Snowy,Highway,Morning,1.0,100.0,1.0,0.0,Low,Dry,Car,68.0,60.0,Daylight,0.0,0,1,5,1,Elderly,0.8823529411764706,3,1.0,2,3,5,3.0
Stormy,Highway,Morning,2.0,80.0,3.0,0.0,Low,Wet,Car,40.0,37.0,Artificial Light,0.0,0,1,4,3,Middle_Age,0.925,1,6.0,2,3,4,6.0
Foggy,Rural Road,Evening,2.0,100.0,3.0,0.0,High,Dry,Motorcycle,24.0,24.0,Daylight,0.0,2,3,3,3,Young,1.0,3,6.0,2,2,9,4.0
Rainy,Highway,Night,1.0,100.0,3.0,0.0,High,Wet,Truck,67.0,64.0,Daylight,0.0,3,4,2,2,Elderly,0.9552238805970149,3,3.0,2,3,8,3.0
Rainy,Highway,Afternoon,2.0,80.0,3.0,0.0,Moderate,Icy,Car,30.0,28.0,Artificial Light,0.0,1,2,2,1,Adult,0.9333333333333333,1,6.0,2,3,4,6.0
Foggy,City Road,Morning,1.0,50.0,4.0,0.0,Low,Icy,Car,36.0,34.0,Daylight,1.0,0,1,3,3,Middle_Age,0.9444444444444444,1,4.0,1,2,3,2.0
Rainy,City Road,Night,1.0012531328320802,80.0,4.0,0.0,Low,Dry,Car,60.0,51.0,Daylight,0.0,3,4,2,1,Senior,0.85,1,4.005012531328321,2,2,8,2.0025062656641603
Clear,Highway,Afternoon,1.0,80.0,4.0,1.0,Low,Under Construction,Truck,40.0,35.0,Daylight,0.0,1,2,1,1,Middle_Age,0.875,1,4.0,2,3,2,3.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,Moderate,Under Construction,Motorcycle,23.0,38.9812030075188,Daylight,0.0,1,2,2,1,Young,1.6948349133703826,3,10.0,1,2,4,4.0
Rainy,City Road,Afternoon,0.0,60.0,5.0,0.0,Moderate,Wet,Car,48.0,41.0,Daylight,0.0,1,2,2,2,Middle_Age,0.8541666666666666,1,0.0,1,2,4,0.0
Clear,Highway,Afternoon,1.0,60.0,5.0,0.0,Low,Dry,Car,30.0,38.9812030075188,Daylight,0.0,1,2,1,1,Adult,1.29937343358396,1,5.0,1,3,2,3.0
Clear,Rural Road,Morning,2.0,60.0,4.0,0.0,Low,Icy,Car,49.0,45.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.9183673469387755,1,8.0,1,2,1,4.0
Snowy,Highway,Afternoon,2.0,80.0,2.0,1.0,Moderate,Icy,Truck,43.2593984962406,40.0,No Light,1.0,1,2,5,1,Middle_Age,0.9246545580950726,1,4.0,2,3,10,6.0
Clear,Mountain Road,Evening,0.0,60.0,3.0,0.0,Low,Icy,Car,30.0,25.0,Artificial Light,0.0,2,3,1,1,Adult,0.8333333333333334,1,0.0,1,4,3,0.0
Snowy,Highway,Evening,2.0,50.0,3.0,0.0,Moderate,Dry,Car,25.0,22.0,Artificial Light,0.0,2,3,5,1,Young,0.88,1,6.0,1,3,15,6.0
Stormy,Highway,Night,0.0,50.0,2.0,0.0,High,Dry,Car,67.0,61.0,Daylight,1.0,3,4,4,3,Elderly,0.9104477611940298,3,0.0,1,3,16,0.0
Foggy,Highway,Afternoon,0.0,100.0,4.0,0.0,Low,Dry,Truck,28.0,25.0,Artificial Light,1.0,1,2,3,3,Adult,0.8928571428571429,1,0.0,2,3,6,0.0
Clear,City Road,Morning,1.0,120.0,1.0,0.0,High,Dry,Car,59.0,54.0,Daylight,0.0,0,1,1,1,Senior,0.9152542372881356,1,1.0,3,2,1,2.0
Rainy,Highway,Afternoon,0.0,60.0,3.0,0.0,Moderate,Under Construction,Car,54.0,49.0,Daylight,0.0,1,2,2,1,Senior,0.9074074074074074,1,0.0,1,3,4,0.0
Rainy,Highway,Afternoon,0.0,100.0,1.0,0.0,Low,Icy,Car,43.2593984962406,67.0,Artificial Light,0.0,1,2,2,1,Middle_Age,1.5487963848092465,1,0.0,2,3,4,0.0
Clear,Rural Road,Morning,1.0,80.0,4.0,0.0,Moderate,Icy,Car,60.0,51.0,Artificial Light,0.0,0,1,1,1,Senior,0.85,1,4.0,2,2,1,2.0
Rainy,Highway,Morning,1.0,30.0,3.0,0.0,Low,Dry,Car,44.0,39.0,Artificial Light,0.0,0,1,2,1,Middle_Age,0.8863636363636364,1,3.0,1,3,2,3.0
Foggy,Highway,Afternoon,1.0,30.0,5.0,0.0,Low,Under Construction,Car,61.0,61.0,Daylight,1.0,1,2,3,3,Senior,1.0,1,5.0,1,3,6,3.0
Rainy,City Road,Afternoon,1.0,60.0,5.0,0.0,Moderate,Dry,Car,30.0,27.0,Artificial Light,1.0,1,2,2,1,Adult,0.9,1,5.0,1,2,4,2.0
Clear,Highway,Night,1.0,80.0,3.0,1.0,Moderate,Dry,Car,33.0,25.0,Daylight,0.0,3,4,1,1,Adult,0.7575757575757576,1,3.0,2,3,4,3.0
Rainy,Highway,Evening,0.0,60.0,3.0,0.0,High,Icy,Car,18.0,9.0,Artificial Light,0.0,2,3,2,1,Young,0.5,3,0.0,1,3,6,0.0
Snowy,Rural Road,Night,2.0,80.0,3.0,1.0,Low,Dry,Car,51.0,44.0,Artificial Light,0.0,3,4,5,1,Senior,0.8627450980392157,1,6.0,2,2,20,4.0
Clear,Highway,Afternoon,1.0,50.0,4.0,0.0,Moderate,Dry,Motorcycle,58.0,55.0,Daylight,0.0,1,2,1,1,Senior,0.9482758620689655,1,4.0,1,3,2,3.0
Clear,Highway,Afternoon,2.0,100.0,1.0,1.0,Moderate,Icy,Car,43.2593984962406,45.0,Daylight,0.0,1,2,1,1,Middle_Age,1.0402363778569568,1,2.0,2,3,2,6.0
Clear,Rural Road,Evening,1.0,80.0,5.0,0.0,Moderate,Wet,Car,36.0,28.0,Daylight,0.0,2,3,1,1,Middle_Age,0.7777777777777778,1,5.0,2,2,3,2.0
Clear,Rural Road,Evening,0.0,60.0,5.0,0.0,Low,Dry,Truck,52.0,46.0,Daylight,1.0,2,3,1,1,Senior,0.8846153846153846,1,0.0,1,2,3,0.0
Snowy,City Road,Evening,0.0,50.0,1.0,0.0,Moderate,Wet,Car,69.0,61.0,Daylight,0.0,2,3,5,2,Elderly,0.8840579710144928,3,0.0,1,2,15,0.0
Rainy,Highway,Evening,0.0,30.0,3.0,0.0,Low,Dry,Car,35.0,34.0,No Light,0.0,2,3,2,1,Adult,0.9714285714285714,1,0.0,1,3,6,0.0
Snowy,City Road,Night,2.0,60.0,2.0,1.0,High,Dry,Car,20.0,14.0,Daylight,0.0,3,4,5,1,Young,0.7,3,4.0,1,2,20,4.0
Rainy,Rural Road,Evening,2.0,50.0,4.0,0.0,Moderate,Dry,Bus,61.0,60.0,Daylight,0.0,2,3,2,1,Senior,0.9836065573770492,1,8.0,1,2,6,4.0
Rainy,Highway,Afternoon,1.0,50.0,5.0,0.0,Moderate,Icy,Truck,39.0,39.0,Artificial Light,0.0,1,2,2,1,Middle_Age,1.0,1,5.0,1,3,4,3.0
Snowy,City Road,Afternoon,1.0,60.0,2.0,0.0,Low,Dry,Car,43.0,37.0,Daylight,1.0,1,2,5,1,Middle_Age,0.8604651162790697,1,2.0,1,2,10,2.0
Rainy,Highway,Evening,1.0,100.0,4.0,1.0,Low,Wet,Car,43.2593984962406,40.0,Artificial Light,0.0,2,3,2,2,Middle_Age,0.9246545580950726,1,4.0,2,3,6,3.0
Clear,City Road,Morning,2.0,60.0,1.0,0.0,Low,Dry,Car,46.0,40.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.8695652173913043,1,2.0,1,2,1,4.0
Snowy,Highway,Night,2.0,80.0,4.0,0.0,Low,Icy,Car,68.0,66.0,Daylight,0.0,3,4,5,1,Elderly,0.9705882352941176,3,8.0,2,3,20,6.0
Clear,Highway,Morning,0.0,60.0,1.0,0.0,Low,Dry,Car,66.0,57.0,Artificial Light,0.0,0,1,1,1,Elderly,0.8636363636363636,3,0.0,1,3,1,0.0
Rainy,Mountain Road,Morning,2.0,100.0,1.0,0.0,Moderate,Dry,Car,61.0,55.0,Artificial Light,0.0,0,1,2,1,Senior,0.9016393442622951,1,2.0,2,4,2,8.0
Clear,Rural Road,Evening,2.0,50.0,2.0,0.0,High,Dry,Car,58.0,50.0,Artificial Light,0.0,2,3,1,1,Senior,0.8620689655172413,1,4.0,1,2,3,4.0
Clear,Rural Road,Afternoon,2.0,60.0,4.0,1.0,Low,Under Construction,Car,29.0,38.9812030075188,Artificial Light,1.0,1,2,1,1,Adult,1.3441794140523724,1,8.0,1,2,2,4.0
Clear,Highway,Afternoon,1.0,100.0,5.0,1.0,High,Under Construction,Car,42.0,41.0,No Light,1.0,1,2,1,1,Middle_Age,0.9761904761904762,1,5.0,2,3,2,3.0
Clear,Highway,Night,2.0,50.0,3.0,0.0,Low,Icy,Car,43.0,37.0,Daylight,0.0,3,4,1,1,Middle_Age,0.8604651162790697,1,6.0,1,3,4,6.0
Clear,City Road,Night,1.0,189.0,14.0,0.0,Moderate,Dry,Car,33.0,31.0,Daylight,1.0,3,4,1,1,Adult,0.9393939393939394,1,14.0,3,2,4,2.0
Foggy,City Road,Evening,2.0,30.0,2.0,0.0,Low,Wet,Car,63.0,62.0,Daylight,0.0,2,3,3,3,Senior,0.9841269841269841,1,4.0,1,2,9,4.0
Rainy,Highway,Evening,1.0,60.0,4.0,0.0,Low,Icy,Car,54.0,52.0,Artificial Light,0.0,2,3,2,1,Senior,0.9629629629629629,1,4.0,1,3,6,3.0
Rainy,Highway,Evening,1.0,50.0,2.0,0.0,Low,Dry,Truck,49.0,47.0,Artificial Light,1.0,2,3,2,1,Middle_Age,0.9591836734693877,1,2.0,1,3,6,3.0
Clear,City Road,Afternoon,1.0,30.0,3.0,0.0,Low,Wet,Motorcycle,26.0,22.0,Daylight,0.0,1,2,1,1,Adult,0.8461538461538461,1,3.0,1,2,2,2.0
Foggy,Highway,Afternoon,0.0,60.0,5.0,1.0,Low,Dry,Car,57.0,56.0,Daylight,1.0,1,2,3,3,Senior,0.9824561403508771,1,0.0,1,3,6,0.0
Clear,Highway,Evening,0.0,100.0,2.0,0.0,Low,Dry,Motorcycle,34.0,30.0,Artificial Light,0.0,2,3,1,1,Adult,0.8823529411764706,1,0.0,2,3,3,0.0
Clear,Rural Road,Evening,2.0,60.0,5.0,0.0,Low,Icy,Car,23.0,38.9812030075188,No Light,1.0,2,3,1,1,Young,1.6948349133703826,3,10.0,1,2,3,4.0
Clear,City Road,Night,1.0,50.0,5.0,0.0,Low,Dry,Motorcycle,33.0,31.0,Daylight,0.0,3,4,1,1,Adult,0.9393939393939394,1,5.0,1,2,4,2.0
Rainy,Rural Road,Morning,0.0,80.0,4.0,1.0,Low,Under Construction,Car,52.0,52.0,Artificial Light,0.0,0,1,2,1,Senior,1.0,1,0.0,2,2,2,0.0
Rainy,City Road,Evening,0.0,100.0,3.0,1.0,Low,Icy,Car,67.0,64.0,Artificial Light,0.0,2,3,2,1,Elderly,0.9552238805970149,3,0.0,2,2,6,0.0
Foggy,Highway,Night,0.0,60.0,5.0,0.0,Low,Dry,Car,69.0,38.9812030075188,Daylight,0.0,3,4,3,3,Elderly,0.5649449711234609,3,0.0,1,3,12,0.0
Clear,City Road,Morning,1.0,60.0,3.0,0.0,Moderate,Dry,Truck,23.0,14.0,Daylight,0.0,0,1,1,1,Young,0.6086956521739131,3,3.0,1,2,1,2.0
Clear,City Road,Night,0.0,60.0,4.0,0.0,Low,Dry,Motorcycle,63.0,62.0,Daylight,0.0,3,4,1,1,Senior,0.9841269841269841,1,0.0,1,2,4,0.0
Rainy,City Road,Morning,1.0,80.0,2.0,0.0,Low,Icy,Car,55.0,50.0,No Light,0.0,0,1,2,1,Senior,0.9090909090909091,1,2.0,2,2,2,2.0
Clear,Rural Road,Evening,1.0,100.0,1.0,0.0,Low,Icy,Car,62.0,55.0,Artificial Light,1.0,2,3,1,1,Senior,0.8870967741935484,1,1.0,2,2,3,2.0
Snowy,Rural Road,Evening,1.0,80.0,3.0,0.0,Low,Wet,Car,27.0,18.0,Daylight,1.0,2,3,5,2,Adult,0.6666666666666666,1,3.0,2,2,15,2.0
Clear,Highway,Afternoon,2.0,80.0,2.0,1.0,Moderate,Dry,Car,44.0,41.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.9318181818181818,1,4.0,2,3,2,6.0
Clear,Highway,Morning,1.0012531328320802,50.0,4.0,0.0,Moderate,Dry,Motorcycle,32.0,27.0,Daylight,1.0,0,1,1,1,Adult,0.84375,1,4.005012531328321,1,3,1,3.0037593984962405
Snowy,Highway,Afternoon,1.0,60.0,4.0,0.0,Moderate,Dry,Truck,48.0,44.0,No Light,1.0,1,2,5,1,Middle_Age,0.9166666666666666,1,4.0,1,3,10,3.0
Foggy,Highway,Morning,0.0,30.0,3.0,0.0,Low,Icy,Car,21.0,19.0,No Light,1.0,0,1,3,3,Young,0.9047619047619048,3,0.0,1,3,3,0.0
Snowy,Highway,Afternoon,0.0,60.0,1.0,0.0,High,Under Construction,Car,22.0,17.0,Artificial Light,0.0,1,2,5,1,Young,0.7727272727272727,3,0.0,1,3,10,0.0
Rainy,Rural Road,Afternoon,1.0,60.0,3.0,0.0,Low,Dry,Car,20.0,13.0,Daylight,1.0,1,2,2,1,Young,0.65,3,3.0,1,2,4,2.0
Clear,Highway,Morning,1.0,120.0,3.0,1.0,Low,Under Construction,Car,60.0,53.0,Daylight,0.0,0,1,1,1,Senior,0.8833333333333333,1,3.0,3,3,1,3.0
Clear,Highway,Afternoon,1.0,60.0,3.0,0.0,Moderate,Under Construction,Truck,41.0,36.0,No Light,0.0,1,2,1,1,Middle_Age,0.8780487804878049,1,3.0,1,3,2,3.0
Clear,City Road,Afternoon,1.0,100.0,3.0,0.0,Moderate,Under Construction,Car,38.0,38.0,Daylight,1.0,1,2,1,1,Middle_Age,1.0,1,3.0,2,2,2,2.0
Stormy,Highway,Afternoon,1.0,60.0,3.0,0.0,Low,Dry,Car,42.0,34.0,Artificial Light,0.0,1,2,4,3,Middle_Age,0.8095238095238095,1,3.0,1,3,8,3.0
Rainy,City Road,Night,0.0,30.0,1.0,1.0,Moderate,Dry,Motorcycle,43.2593984962406,63.0,Artificial Light,1.0,3,4,2,1,Middle_Age,1.4563309289997393,1,0.0,1,2,8,0.0
Snowy,Highway,Morning,2.0,60.0,1.0,0.0,High,Dry,Car,53.0,52.0,Daylight,0.0,0,1,5,1,Senior,0.9811320754716981,1,2.0,1,3,5,6.0
Foggy,Highway,Night,1.0,30.0,4.0,0.0,Low,Under Construction,Car,58.0,56.0,Daylight,0.0,3,4,3,3,Senior,0.9655172413793104,1,4.0,1,3,12,3.0
Clear,Highway,Morning,0.0,100.0,4.0,0.0,Low,Dry,Motorcycle,24.0,20.0,Artificial Light,1.0,0,1,1,1,Young,0.8333333333333334,3,0.0,2,3,1,0.0
Stormy,Rural Road,Afternoon,0.0,60.0,1.0,1.0,Low,Dry,Car,41.0,41.0,Daylight,1.0,1,2,4,3,Middle_Age,1.0,1,0.0,1,2,8,0.0
Snowy,Highway,Night,0.0,100.0,2.0,0.0,Moderate,Dry,Car,40.0,40.0,Daylight,0.0,3,4,5,1,Middle_Age,1.0,1,0.0,2,3,20,0.0
Foggy,City Road,Evening,1.0,185.0,13.0,0.0,Low,Dry,Car,68.0,38.9812030075188,Artificial Light,0.0,2,3,3,3,Elderly,0.5732529854046883,3,13.0,3,2,9,2.0
Rainy,Highway,Afternoon,0.0,60.0,1.0,0.0,Low,Under Construction,Car,34.0,30.0,Daylight,0.0,1,2,2,1,Adult,0.8823529411764706,1,0.0,1,3,4,0.0
Rainy,City Road,Afternoon,1.0,50.0,3.0,0.0,High,Icy,Car,35.0,26.0,Artificial Light,0.0,1,2,2,1,Adult,0.7428571428571429,1,3.0,1,2,4,2.0
Rainy,Highway,Morning,0.0,60.0,4.0,1.0,Low,Dry,Car,48.0,48.0,Artificial Light,0.0,0,1,2,1,Middle_Age,1.0,1,0.0,1,3,2,0.0
Rainy,Highway,Morning,0.0,80.0,1.0,0.0,Low,Dry,Car,22.0,22.0,Artificial Light,0.0,0,1,2,1,Young,1.0,3,0.0,2,3,2,0.0
Clear,City Road,Afternoon,0.0,50.0,5.0,0.0,Low,Wet,Car,29.0,27.0,Daylight,0.0,1,2,1,1,Adult,0.9310344827586207,1,0.0,1,2,2,0.0
Clear,Highway,Morning,2.0,100.0,2.0,1.0,Low,Wet,Car,43.2593984962406,17.0,Artificial Light,0.0,0,1,1,1,Middle_Age,0.39297818719040584,1,4.0,2,3,1,6.0
Stormy,Highway,Morning,0.0,60.0,3.0,0.0,Moderate,Dry,Car,54.0,53.0,Daylight,1.0,0,1,4,3,Senior,0.9814814814814815,1,0.0,1,3,4,0.0
Clear,Highway,Night,1.0,50.0,3.0,0.0,Low,Dry,Car,46.0,44.0,Artificial Light,1.0,3,4,1,1,Middle_Age,0.9565217391304348,1,3.0,1,3,4,3.0
Clear,Highway,Morning,2.0,30.0,2.0,0.0,Low,Dry,Car,32.0,26.0,No Light,0.0,0,1,1,1,Adult,0.8125,1,4.0,1,3,1,6.0
Clear,Highway,Morning,2.0,80.0,2.0,0.0,Low,Dry,Truck,40.0,37.0,Artificial Light,1.0,0,1,1,1,Middle_Age,0.925,1,4.0,2,3,1,6.0
Stormy,Rural Road,Afternoon,0.0,199.0,11.0,0.0,Low,Dry,Car,47.0,47.0,Artificial Light,1.0,1,2,4,3,Middle_Age,1.0,1,0.0,3,2,8,0.0
Clear,Highway,Evening,1.0,60.0,5.0,0.0,Moderate,Wet,Car,34.0,33.0,Artificial Light,0.0,2,3,1,1,Adult,0.9705882352941176,1,5.0,1,3,3,3.0
Rainy,City Road,Afternoon,2.0,60.0,1.0,0.0,Moderate,Dry,Car,32.0,30.0,Daylight,1.0,1,2,2,1,Adult,0.9375,1,2.0,1,2,4,4.0
Foggy,Highway,Afternoon,0.0,50.0,3.0,0.0,Moderate,Dry,Bus,43.0,39.0,Daylight,0.0,1,2,3,3,Middle_Age,0.9069767441860465,1,0.0,1,3,6,0.0
Foggy,Highway,Evening,1.0,50.0,1.0,0.0,Moderate,Dry,Car,46.0,39.0,Daylight,0.0,2,3,3,3,Middle_Age,0.8478260869565217,1,1.0,1,3,9,3.0
Rainy,Highway,Morning,2.0,80.0,1.0,0.0,Moderate,Wet,Motorcycle,42.0,38.9812030075188,Daylight,0.0,0,1,2,2,Middle_Age,0.9281238811314,1,2.0,2,3,2,6.0
Snowy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,Moderate,Dry,Car,67.0,62.0,Artificial Light,0.0,1,2,5,1,Elderly,0.9253731343283582,3,3.0,1,2,10,2.0
Clear,City Road,Morning,0.0,60.0,5.0,0.0,Low,Wet,Motorcycle,53.0,48.0,Artificial Light,1.0,0,1,1,1,Senior,0.9056603773584906,1,0.0,1,2,1,0.0
Foggy,Highway,Morning,2.0,50.0,4.0,1.0,Low,Wet,Car,53.0,50.0,Artificial Light,0.0,0,1,3,3,Senior,0.9433962264150944,1,8.0,1,3,3,6.0
Rainy,Mountain Road,Morning,2.0,50.0,1.0,0.0,Moderate,Dry,Motorcycle,61.0,54.0,Artificial Light,0.0,0,1,2,1,Senior,0.8852459016393442,1,2.0,1,4,2,8.0
Rainy,Rural Road,Afternoon,0.0,192.0,10.0,1.0,Moderate,Dry,Motorcycle,60.0,53.0,Artificial Light,0.0,1,2,2,1,Senior,0.8833333333333333,1,0.0,3,2,4,0.0
Foggy,Rural Road,Afternoon,1.0,30.0,4.0,1.0,Moderate,Dry,Car,29.0,26.0,Artificial Light,0.0,1,2,3,3,Adult,0.896551724137931,1,4.0,1,2,6,2.0
Rainy,City Road,Evening,2.0,80.0,4.0,0.0,Low,Icy,Car,22.0,19.0,Artificial Light,1.0,2,3,2,1,Young,0.8636363636363636,3,8.0,2,2,6,4.0
Clear,City Road,Afternoon,0.0,120.0,1.0,0.0,Moderate,Dry,Car,46.0,40.0,Artificial Light,1.0,1,2,1,1,Middle_Age,0.8695652173913043,1,0.0,3,2,2,0.0
Clear,Rural Road,Afternoon,1.0012531328320802,50.0,5.0,0.0,Moderate,Dry,Car,58.0,58.0,Artificial Light,1.0,1,2,1,1,Senior,1.0,1,5.0062656641604,1,2,2,2.0025062656641603
Rainy,Highway,Morning,0.0,100.0,4.0,0.0,Low,Dry,Car,39.0,35.0,Artificial Light,0.0,0,1,2,1,Middle_Age,0.8974358974358975,1,0.0,2,3,2,0.0
Clear,City Road,Evening,0.0,60.0,4.0,0.0,High,Dry,Car,58.0,49.0,No Light,0.0,2,3,1,1,Senior,0.8448275862068966,1,0.0,1,2,3,0.0
Rainy,Highway,Morning,0.0,30.0,3.0,0.0,Low,Icy,Car,59.0,56.0,No Light,0.0,0,1,2,1,Senior,0.9491525423728814,1,0.0,1,3,2,0.0
Rainy,City Road,Night,0.0,60.0,2.0,0.0,Low,Dry,Car,35.0,34.0,Artificial Light,0.0,3,4,2,1,Adult,0.9714285714285714,1,0.0,1,2,8,0.0
Foggy,Highway,Morning,0.0,100.0,3.0,0.0,High,Icy,Car,46.0,43.0,Artificial Light,0.0,0,1,3,3,Middle_Age,0.9347826086956522,1,0.0,2,3,3,0.0
